concat;Age;NSC;moy MoCA;ET MoCA;C50 MoCA;C5 MoCA;moy 3RL;ET 3RL;C50 RL;C5 3RL;moy 3RT;ET 3RT;C50 3RT;C5 3RT;Fluences (P);ET (P);C50 Fluences (P);C5 Fluences (P);Fluences ANIMX;ET (ANIMX);C50 Animx;C5 ANIMX;TMT A (tps moy);TMTA (Tps ET);TMT A C50;TMT A C5;TMTA m(err);TMTA ET(err);TMT B (tps moy);TMTB(Tps ET); TMT B C50;TMTB C5;TMTB m(err);TMTB ET(err);TMTB m(errP) ;TMTB ET(errP) ;STROOP m(déno);STROOP ET(Déno);Déno C50;Déno C5;Stroop m(Lect);ET (lecture);lecture C50;Lecture C5;m (interférence);ET (interférence);C50 interférence;C5 interférence;m int-déno;ET int-déno;int-Déno C50;int-Déno C5;code C50;code C5;SLC C50;SLC C5;Pasat C50;Pasat C5
693;69;3;27.4;1.7;27;23.2;30.2;5.2;30;20.9;45.6;2.5;46;40.4;15.4;4.2;15;9.3;21;4.7;21;13.9;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;50;32;10;5;;
703;70;3;27.4;1.7;27;23.2;30.2;5.2;30;20.9;45.6;2.5;46;40.4;15.4;4.2;15;9.3;21;4.7;21;13.9;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;44;25;8;3;;
713;71;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;44;25;8;3;;
723;72;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;44;25;8;3;;
733;73;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;44;25;8;3;;
743;74;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;44;25;8;3;;
753;75;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
763;76;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
773;77;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
783;78;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
793;79;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
803;80;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
813;81;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
823;82;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
833;83;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
843;84;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
853;85;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
863;86;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
873;87;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
883;88;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
893;89;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
903;90;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
913;91;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
923;92;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
933;93;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
943;94;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
953;95;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
963;96;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
973;97;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
983;98;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
993;99;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
1003;100;3;27.6;2.1;28;22.8;30.4;6.4;31;18.8;46.1;2.6;47;40;15.6;4.2;15;8.9;20.5;5.3;21;13.2;49;18;44;84;0.05;0.37;118;51;105;226;0.26;0.79;0.19;0.57;65;12;62;87;44;6;43;55;123;32;113;191;58;25;51;131;38;22;7;3;;
